MEDICATION_NM,count,perc
AMPHOTERICIN B 50MG INJ FOR TOPICAL (UCI),12,0.030238125236235352
REMIFENTANIL INFUSION IN 50ML (ANESTHESIA) (UCI),12,0.030238125236235352
CHOLESTYRAMINE 4 GM OR PACK,12,0.030238125236235352
VITAMIN D3 200 UNIT OR TABS (HALF TABLET),12,0.030238125236235352
POLYVINYL ALCOHOL-POVIDONE 5-6 MG/ML OP SOLN,12,0.030238125236235352
DEXTROSE 5% IN WATER FLUSH (UCI),12,0.030238125236235352
INSULIN ASPART 100 UNIT/ML SC SOPN,12,0.030238125236235352
GLYCOPYRROLATE 0.2 MG/ML IJ SOLN,12,0.030238125236235352
VITAMIN B-1 50 MG OR TABS,12,0.030238125236235352
PROCHLORPERAZINE MALEATE 10 MG OR TABS,12,0.030238125236235352
PHENYLEPHRINE HCL 1 % NA SOLN,12,0.030238125236235352
FLUTICASONE-SALMETEROL 500-50 MCG/DOSE IN MISC,12,0.030238125236235352
VITAMIN C 500 MG/5ML OR SYRP,12,0.030238125236235352
METHADONE HCL 10 MG/ML IJ SOLN (UCI),12,0.030238125236235352
FEBUXOSTAT 40 MG PO TABS,12,0.030238125236235352
CLONIDINE HCL 0.3 MG OR TABS,12,0.030238125236235352
ACYCLOVIR IVPB <=700 MG,11,0.02771828146654907
LEVONORGESTREL 20 MCG/DAY IU IUD,11,0.02771828146654907
PANTOPRAZOLE 80 MG/100 ML INFUSION (UCI),11,0.02771828146654907
PROPRANOLOL HCL 40 MG OR TABS,11,0.02771828146654907
FLUOROURACIL CHEMO INFUSION (UCI),11,0.02771828146654907
ALTEPLASE 10 MG/100 ML NS IR INFUSION (UCI),11,0.02771828146654907
CETAPHIL MOISTURIZING EX LOTN,11,0.02771828146654907
FENTANYL CITRATE (PF) 1000 MCG/20ML IJ SOLN,11,0.02771828146654907
PILOCARPINE HCL 1 % OP SOLN,11,0.02771828146654907
CLOTRIMAZOLE 1 % EX CREA,11,0.02771828146654907
TOPIRAMATE 100 MG OR TABS,11,0.02771828146654907
CALCIUM GLUCONATE 3 G IVPB (UCI),11,0.02771828146654907
AMIODARONE 540 MG/500 ML D5W MAINTENANCE INFUSION FOR PERIPHERAL LINE (UCI),11,0.02771828146654907
LEVOFLOXACIN IN D5W 250 MG/50ML IV SOLN,11,0.02771828146654907
HEPARIN SODIUM LOCK FLUSH 10 UNIT/ML IJ SOLN,11,0.02771828146654907
ASCORBIC ACID (VITAMIN C) IVPB (UCI),11,0.02771828146654907
TECHNETIUM TC 99M MACROAGGREGATED (MAA) IV KIT,11,0.02771828146654907
SODIUM PHOSPHATE IVPB 40 MEQ (UCI),11,0.02771828146654907
IV INFUSION MIXTURE,11,0.02771828146654907
VENLAFAXINE HCL 150 MG OR CP24,11,0.02771828146654907
ZINC OXIDE 20 % EX OINT,11,0.02771828146654907
ERTAPENEM IV 1 GM IN SWFI (UCI),11,0.02771828146654907
SODIUM THIOSULFATE IV BOLUS,11,0.02771828146654907
PRISMASOL BGK 4/2.5 CRRT REPLACEMENT FLUID WITH ADDITIVES (UCI),11,0.02771828146654907
DUTASTERIDE 0.5 MG OR CAPS,11,0.02771828146654907
HYDROCHLOROTHIAZIDE 12.5 MG OR CAPS,11,0.02771828146654907
SODIUM THIOSULFATE INFUSION,11,0.02771828146654907
BUPIVACAINE DILUTION 0.1% IJ SOLN (ANESTHESIA),11,0.02771828146654907
LORAZEPAM 2 MG OR TABS,11,0.02771828146654907
GEMFIBROZIL 600 MG OR TABS,11,0.02771828146654907
APIXABAN 2.5 MG PO TABS,11,0.02771828146654907
IOPAMIDOL 61 % IV SOLN,11,0.02771828146654907
LAN-O-SOOTHE EX CREA,11,0.02771828146654907
AMOXICILLIN 500 MG OR CAPS,11,0.02771828146654907
PROMETHAZINE HCL 25 MG OR TABS,11,0.02771828146654907
MIDAZOLAM HCL (PF) 5 MG/5ML IJ SOLN,11,0.02771828146654907
ACETAMINOPHEN 10 MG/ML IV SOLN (DOSES < 1000 MG),11,0.02771828146654907
INSULIN ISOPHANE HUMAN 100 UNIT/ML SC SUSP,11,0.02771828146654907
ERGOCALCIFEROL 200 MCG/ML (8000 UNIT/ML) PO SOLN,11,0.02771828146654907
NOREPINEPHRINE 16 MG/250 ML NS INFUSION (NEURO/NON-STANDARD) (FOR CENTRAL LINE ONLY) (UCI),11,0.02771828146654907
ARGATROBAN 250 MG/250 ML NS INFUSION (UCI),11,0.02771828146654907
VITAMIN K1 10 MG/ML IJ SOLN,10,0.025198437696862794
TETRACAINE HCL 0.5% VISCOUS OP SOLN (UCI),10,0.025198437696862794
PENICILLIN G POTASSIUM IVPB <= 5 MILLION UNITS (UCI),10,0.025198437696862794
CALCIUM CHLORIDE INFUSION (ANESTHESIA),10,0.025198437696862794
OLANZAPINE 5 MG OR TABS,10,0.025198437696862794
VALPROATE IVPB,10,0.025198437696862794
OCTREOTIDE LOADING DOSE FROM BAG,10,0.025198437696862794
ADENOSINE 6 MG/2ML IV SOLN,10,0.025198437696862794
HYDROCHLOROTHIAZIDE 50 MG OR TABS,10,0.025198437696862794
RIVAROXABAN 20 MG PO TABS,10,0.025198437696862794
URSODIOL 300 MG OR CAPS,10,0.025198437696862794
IMIPENEM-CILASTATIN IVPB 500 MG (UCI),10,0.025198437696862794
CEFTRIAXONE IVPB 1 GM IN D5W (UCI),10,0.025198437696862794
HETASTARCH-NACL 6-0.9 % IV SOLN,10,0.025198437696862794
LEVOFLOXACIN 500 MG OR TABS,10,0.025198437696862794
CEFOXITIN IV PUSH 2 GM IN SWFI 20 ML (UCI),10,0.025198437696862794
VANCOMYCIN IVPB (VARIABLE DOSES IN 250 ML)(UCI),10,0.025198437696862794
CILOSTAZOL 100 MG OR TABS,10,0.025198437696862794
ANASTROZOLE 1 MG OR TABS,10,0.025198437696862794
ENTACAPONE 200 MG OR TABS,10,0.025198437696862794
BUPIVACAINE 0.1 % ANESTHESIA EPIDURAL INFUSION (UCI),10,0.025198437696862794
DEXTRAN 40 IN SALINE 10-0.9 % IV SOLN,10,0.025198437696862794
CEFAZOLIN IV 100 MG/ML,10,0.025198437696862794
ERYTHROMYCIN ETHYLSUCCINATE 200 MG/5ML OR SUSR,10,0.025198437696862794
MYCOPHENOLATE MOFETIL 250 MG OR CAPS,10,0.025198437696862794
LOPERAMIDE HCL 1 MG/7.5ML PO WRAPPED RECORD,10,0.025198437696862794
LACOSAMIDE 100 MG PO TABS,10,0.025198437696862794
FENTANYL-BUPIVACAINE-NACL 0.2-0.1-0.9 MG/100ML-% EP SOLN,10,0.025198437696862794
NEOMYCIN-POLYMIXIN GU IRRIGANT 2 ML IN 500 ML NS (OPTIME),10,0.025198437696862794
PHENYLEPHRINE HCL 10 MG/ML IV SOLN,10,0.025198437696862794
DOFETILIDE 125 MCG OR CAPS,9,0.022678593927176513
ALVIMOPAN 12 MG OR CAPS,9,0.022678593927176513
MEROPENEM IVPB 1 GM (UCI),9,0.022678593927176513
ACYCLOVIR 800 MG OR TABS,9,0.022678593927176513
HEPARIN IN DEXTROSE 500 ML IMPELLA PURGE SOLUTION (UCI),9,0.022678593927176513
ANGIOTENSIN II INFUSION (UCI),9,0.022678593927176513
ANTICOAGULANT SODIUM CITRATE 4 GM/100ML VI SOLN,9,0.022678593927176513
CALCIUM GLUCONATE CRRT INFUSION (UCI) - SLIDING SCALE,9,0.022678593927176513
DOLUTEGRAVIR SODIUM 50 MG PO TABS,9,0.022678593927176513
CEFEPIME IVPB (VARIABLE DOSE),9,0.022678593927176513
TERBUTALINE SULFATE 1 MG/ML IJ SOLN,9,0.022678593927176513
METHIMAZOLE 5 MG OR TABS,9,0.022678593927176513
SODIUM CHLORIDE 0.9 % IN NEBU,9,0.022678593927176513
GENTAMICIN SULFATE 0.1 % EX OINT,9,0.022678593927176513
RISPERIDONE 0.25 MG OR TABS,9,0.022678593927176513
METHYLPREDNISOLONE 4 MG OR TABS,9,0.022678593927176513
NORTRIPTYLINE HCL 10 MG OR CAPS,9,0.022678593927176513
DILTIAZEM HCL 50 MG/10ML IV SOLN,9,0.022678593927176513
TRAZODONE HCL 100 MG OR TABS,9,0.022678593927176513
SULFAMETHOXAZOLE-TRIMETHOPRIM (IN D5W 250 ML) IVPB (UCI),9,0.022678593927176513
PENICILLIN G POT IN DEXTROSE 60000 UNIT/ML IV SOLN,9,0.022678593927176513
DEXMEDETOMIDINE HCL IN NACL 400 MCG/100ML IV SOLN,9,0.022678593927176513
ROPINIROLE HCL 1 MG OR TABS,9,0.022678593927176513
TEMAZEPAM 15 MG OR CAPS,9,0.022678593927176513
ARGATROBAN PER PHARMACY - UCI,9,0.022678593927176513
BUPIVACAINE 0.25% AND LIDOCAINE 0.5% (OPTIME),9,0.022678593927176513
BEVACIZUMAB OPHTHALMIC INJ 1.25 MG / 0.05 ML (OPTIME),9,0.022678593927176513
BACLOFEN 5 MG OR TABS (HALF TABLET),9,0.022678593927176513
FUROSEMIDE IN D5W INFUSION (VARIABLE CONCENTRATION) (UCI),9,0.022678593927176513
BENZOCAINE-MENTHOL 20-0.5 % EX AERO,9,0.022678593927176513
CIPROFLOXACIN IN D5W 200 MG/100ML IV SOLN,9,0.022678593927176513
AMOXICILLIN-POT CLAVULANATE 500-125 MG OR TABS,9,0.022678593927176513
"IC-GREEN, 2.5 MG/ML OPTHALMIC SOLUTION (OPTIME)",9,0.022678593927176513
VANCOMYCIN 500MG IN NS 100ML RECTAL ENEMA (UCI),8,0.020158750157490236
ENTECAVIR 0.5 MG OR TABS,8,0.020158750157490236
DEXTROSE-NACL 5-0.2 % IV SOLN,8,0.020158750157490236
MYCOPHENOLATE SODIUM 180 MG OR TBEC,8,0.020158750157490236
PANCRELIPASE (LIP-PROT-AMYL) 12000-38000 UNITS PO CPEP,8,0.020158750157490236
TRIAMCINOLONE ACETONIDE 0.1 % EX CREA,8,0.020158750157490236
TENOFOVIR DISOPROXIL FUMARATE 300 MG OR TABS,8,0.020158750157490236
IPRATROPIUM BROMIDE HFA 17 MCG/ACT IN AERS,8,0.020158750157490236
CYANOCOBALAMIN 1000 MCG/ML IJ SOLN,8,0.020158750157490236
HYDROCORTISONE ACETATE 25 MG RE SUPP,8,0.020158750157490236
NITROFURANTOIN MONOHYD MACRO 100 MG OR CAPS,8,0.020158750157490236
DILTIAZEM HCL 5 MG/ML IV SOLN WRAPPER,8,0.020158750157490236
NORTRIPTYLINE HCL 25 MG OR CAPS,8,0.020158750157490236
BETHANECHOL CHLORIDE 5 MG OR TABS,8,0.020158750157490236
CEFIDEROCOL IVPB (UCI),8,0.020158750157490236
CALCITRIOL 1 MCG/ML OR SOLN,8,0.020158750157490236
HYDROCORTISONE 2.5 % EX CREA,8,0.020158750157490236
NAPROXEN 250 MG OR TABS,8,0.020158750157490236
ERTAPENEM SODIUM 1 GM IJ SOLR,8,0.020158750157490236
SODIUM HYALURONATE 10 MG/ML IO SOLN.,8,0.020158750157490236
SILDENAFIL CITRATE 20 MG OR TABS,8,0.020158750157490236
INSULIN DETEMIR 100 UNIT/ML SC SOLN,8,0.020158750157490236
DRONABINOL 5 MG OR CAPS,8,0.020158750157490236
CAPSAICIN 0.025 % EX CREA,8,0.020158750157490236
BRIMONIDINE TARTRATE 0.15 % OP SOLN,8,0.020158750157490236
BENZTROPINE MESYLATE 1 MG OR TABS,8,0.020158750157490236
CLOBETASOL PROPIONATE 0.05 % EX CREA,8,0.020158750157490236
DEXTROSE-NACL 10-0.45 % IV SOLN,8,0.020158750157490236
BUPROPION SR (BID) 100 MG OR TB12,8,0.020158750157490236
GLYCOPYRROLATE 1 MG OR TABS,8,0.020158750157490236
CLINDAMYCIN PHOSPHATE 1 % EX SOLN,8,0.020158750157490236
DEXAMETHASONE 0.1 % OP SUSP,8,0.020158750157490236
DEXTROSE-KCL-NACL 5-0.15-0.9 % IV SOLN,8,0.020158750157490236
VORICONAZOLE OPHTHALMIC INJ 100 MCG / 0.1 ML (OPTIME),8,0.020158750157490236
MAGNESIUM SULFATE IVPB 6 GM IN NS (UCI),8,0.020158750157490236
TECHNET TC 99M SULFUR COLLOID CO KIT,8,0.020158750157490236
ROPIVACAINE REGIONAL ANESTHESIA 0.2% IN 100 ML PAIN MANAGEMENT CONT PNB PCA (UCI),8,0.020158750157490236
NOREPINEPHRINE 4 MG/250 ML D5W INFUSION (UCI),8,0.020158750157490236
FOLIC ACID 5 MG/ML IJ SOLN,8,0.020158750157490236
WITCH HAZEL-GLYCERIN EX PADS,8,0.020158750157490236
ACD-A 0.73-2.45-2.2 GM/100ML VI SOLN,8,0.020158750157490236
METRONIDAZOLE IN NACL 500 MG/100 ML IVPB (UCI),8,0.020158750157490236
"HEPARIN 25,000 UNITS/250 ML 1/2 NS ECMO/VAD (UCI)",8,0.020158750157490236
NAFCILLIN SODIUM IN DEXTROSE 2 GM/100ML IV SOLN,8,0.020158750157490236
THYROID 60 MG OR TABS,8,0.020158750157490236
ACETAZOLAMIDE 250 MG OR TABS,8,0.020158750157490236
MEROPENEM IV 500 MG (UCI),8,0.020158750157490236
CEFEPIME IV 1 GM IN SWFI,8,0.020158750157490236
AZTREONAM IV PUSH 2 GM IN SWFI 10 ML,8,0.020158750157490236
LIDOCAINE 4 % EX CREA,8,0.020158750157490236
DIANEAL LOW CALCIUM/2.5% DEX 395 MOSM/L IP SOLN,8,0.020158750157490236
LEUCOVORIN CALCIUM 100 MG IJ SOLR,8,0.020158750157490236
OXCARBAZEPINE 150 MG OR TABS,8,0.020158750157490236
INSULIN DETEMIR 100 UNIT/ML SC SOPN,8,0.020158750157490236
NIFEDIPINE 10 MG OR CAPS,8,0.020158750157490236
METHIMAZOLE 10 MG OR TABS,8,0.020158750157490236
LITHIUM CARBONATE 300 MG OR TBCR,7,0.01763890638780396
B COMPLEX-C OR TABS (WRAPPER),7,0.01763890638780396
DIVALPROEX DR 250 MG OR TBEC,7,0.01763890638780396
MIRABEGRON ER 50 MG PO TB24,7,0.01763890638780396
VANCOMYCIN IVPB (VARIABLE DOSES IN 500 ML) (UCI),7,0.01763890638780396
MEGESTROL ACETATE 400 MG/10ML OR SUSP,7,0.01763890638780396
SOTALOL HCL 80 MG OR TABS,7,0.01763890638780396
ISONIAZID 300 MG OR TABS,7,0.01763890638780396
MEROPENEM IVPB 2 GM (UCI),7,0.01763890638780396
PROCHLORPERAZINE EDISYLATE 5 MG/ML IJ SOLN,7,0.01763890638780396
PHYTONADIONE IVPB (UCI),7,0.01763890638780396
DAKINS (FULL STRENGTH) 0.5 % EX SOLN,7,0.01763890638780396
LEVONORGESTREL 20.1 MCG/DAY IU IUD,7,0.01763890638780396
AMOBARBITAL SODIUM 500 MG IJ SOLR,7,0.01763890638780396
LEECH TOP BUG,7,0.01763890638780396
LIDOCAINE-PRILOCAINE 2.5-2.5 % EX CREA,7,0.01763890638780396
ENOXAPARIN SODIUM 80 MG/0.8ML SC SOLN,7,0.01763890638780396
LEUCOVORIN CALCIUM 350 MG IJ SOLR,7,0.01763890638780396
CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OP SOLN,7,0.01763890638780396
FENTANYL 5000 MCG/100 ML PREMIX INFUSION (UCI),7,0.01763890638780396
INV TIRAPAZAMINE (LT-007) 35 MG/50 ML SOLN (2021-6733)(UCI 21-39),7,0.01763890638780396
FENOFIBRATE 160 MG OR TABS,7,0.01763890638780396
ENOXAPARIN SODIUM 100 MG/ML SC SOLN,7,0.01763890638780396
VANCOMYCIN IVPB (VARIABLE DOSES IN 100 ML),7,0.01763890638780396
METOPROLOL TARTRATE 6.25 MG OR TABS (QUARTER TABLET),7,0.01763890638780396
CEFTAZIDIME OPHTHALMIC INJ 22.5 MG/ML (OPTIME) (UCI),7,0.01763890638780396
CISPLATIN 200 MG/200ML IV SOLN,7,0.01763890638780396
DEXAMETHASONE 6 MG OR TABS,7,0.01763890638780396
HYDROMORPHONE 0.5 MG/ML NS PREMIX INFUSION (UCI),7,0.01763890638780396
LEVOFLOXACIN 250 MG OR TABS,7,0.01763890638780396
INSULIN LISPRO (HUMAN) 100 UNIT/ML SC SOLN,7,0.01763890638780396
SULFASALAZINE 500 MG OR TABS,7,0.01763890638780396
OXYCODONE HCL ER 20 MG PO T12A,7,0.01763890638780396
PRAVASTATIN SODIUM 10 MG OR TABS,7,0.01763890638780396
ZONISAMIDE 100 MG OR CAPS,7,0.01763890638780396
HYDROMORPHONE 20 MCG/ML BUPIVACAINE 0.1% ANES EPIDURAL INFUSION (UCI),7,0.01763890638780396
SACUBITRIL-VALSARTAN 49-51 MG PO TABS,7,0.01763890638780396
CEFTRIAXONE IVPB 2 GM IN D5W (UCI),7,0.01763890638780396
CLINDAMYCIN HCL 300 MG OR CAPS,7,0.01763890638780396
THIAMINE HCL 100 MG/ML IJ SOLN,7,0.01763890638780396
LINACLOTIDE 145 MCG PO CAPS,7,0.01763890638780396
BUPIVACAINE-EPINEPHRINE 0.25% AND LIDOCAINE 1% AND SODIUM BICARBONATE(UCI)(OPTIME),7,0.01763890638780396
METHYLNALTREXONE BROMIDE 12 MG/0.6ML SC SOLN,7,0.01763890638780396
MOUTH KOTE MT SOLN,7,0.01763890638780396
FILGRASTIM-SNDZ 480 MCG/0.8ML IJ SOSY,7,0.01763890638780396
DIVALPROEX ER (DAILY) 500 MG OR TB24,7,0.01763890638780396
TUMESCENT SOLUTION WITH SODIUM BICARB AND LIDO(OPTIME)(UCI),7,0.01763890638780396
CLOBETASOL PROPIONATE 0.05 % EX OINT,7,0.01763890638780396
CARBIDOPA-LEVODOPA CR 25-100 MG OR TBCR,7,0.01763890638780396
BISMUTH SUBSALICYLATE 262 MG OR CHEW,7,0.01763890638780396
DIGOXIN 0.25 MG OR TABS,7,0.01763890638780396
ROPINIROLE HCL 0.25 MG OR TABS,7,0.01763890638780396
BUPROPION HCL 75 MG OR TABS,7,0.01763890638780396
DIPHENHYDRAMINE IVPB (UCI),7,0.01763890638780396
ACETAMINOPHEN 650 MG/20.3ML PO SOLN,7,0.01763890638780396
BISMUTH SUBSALICYLATE 262 MG/15ML OR SUSP,7,0.01763890638780396
ESTRADIOL 1 MG OR TABS,7,0.01763890638780396
TECHNET TC 99M SULFUR COLLOID IJ KIT,7,0.01763890638780396
OXCARBAZEPINE 600 MG OR TABS,7,0.01763890638780396
COENZYME Q-10 200 MG PO CAPS,7,0.01763890638780396
PROCALAMINE INFUSION (UCI),7,0.01763890638780396
BUPROPION HCL 100 MG OR TABS,7,0.01763890638780396
FUROSEMIDE 10 MG/ML OR SOLN,7,0.01763890638780396
REMDESIVIR IVPB (UCI),7,0.01763890638780396
HYDROCORTISONE 1 % EX OINT,6,0.015119062618117676
IBUPROFEN 100 MG/5ML OR SUSP,6,0.015119062618117676
PANCRELIPASE (LIP-PROT-AMYL) 36000-114000 UNITS PO CPEP,6,0.015119062618117676
COLCHICINE 0.3 MG OR TABS (HALF TABLET),6,0.015119062618117676
CARBIDOPA-LEVODOPA 12.5-50 MG OR TABS (HALF TABLET),6,0.015119062618117676
DEXMEDETOMIDINE HCL IN NACL 200-0.9 MCG/50ML-% IV SOLN,6,0.015119062618117676
ATORVASTATIN CALCIUM 20 MG OR TABS,6,0.015119062618117676
MVI IVPB (UCI),6,0.015119062618117676
TRIPLE ANTIBIOTIC 5-400-5000 EX OINT,6,0.015119062618117676
GLYCERIN (LAXATIVE) 2.1 GM RE SUPP,6,0.015119062618117676
AMITRIPTYLINE HCL 10 MG OR TABS,6,0.015119062618117676
GENTAMICIN 80 MG IN 10 ML BSS SOAKING SOLUTION (OPTIME),6,0.015119062618117676
VORICONAZOLE 0.5 MG/ML OPTHALMIC SOLUTION (UCI),6,0.015119062618117676
CHLORPROMAZINE HCL 25 MG OR TABS,6,0.015119062618117676
FERROUS GLUCONATE 324 (37.5 FE) MG PO TABS,6,0.015119062618117676
POVIDONE-IODINE 10 % EX OINT,6,0.015119062618117676
ALTEPLASE INTRAPLEURAL (UCI),6,0.015119062618117676
VALSARTAN 20 MG OR TABS (HALF TABLET),6,0.015119062618117676
"BUPIVACAINE 0.5%-EPI 1:200,000 AND LIDOCAINE 2% (OPTIME)",6,0.015119062618117676
FLEET ENEMA 7-19 GM/118ML RE ENEM,6,0.015119062618117676
CEFTRIAXONE IV 2 GM IN SWFI,6,0.015119062618117676
CLONAZEPAM 2 MG OR TABS,6,0.015119062618117676
ACETAZOLAMIDE 500 MG OR CP12,6,0.015119062618117676
OLANZAPINE 2.5 MG OR TABS,6,0.015119062618117676
FLUTICASONE PROPIONATE  HFA 220 MCG/ACT IN AERO,6,0.015119062618117676
PRAZOSIN HCL 1 MG OR CAPS,6,0.015119062618117676
NIFEDIPINE 90 MG OR TB24,6,0.015119062618117676
DIPHENHYDRAMINE HCL 12.5 MG/5ML OR ELIX,6,0.015119062618117676
DILTIAZEM INFUSION,6,0.015119062618117676
MAGNESIUM SULFATE IVPB 1 GM (UCI),6,0.015119062618117676
NEOMYCIN SULFATE 500 MG OR TABS,6,0.015119062618117676
SUMATRIPTAN SUCCINATE 25 MG OR TABS,6,0.015119062618117676
SITAGLIPTIN PHOSPHATE 25 MG OR TABS,6,0.015119062618117676
CLARITHROMYCIN 250 MG OR TABS,6,0.015119062618117676
LIDOCAINE (ANORECTAL) 5 % EX CREA,6,0.015119062618117676
AZTREONAM IV PUSH 1 GM IN SWFI 10 ML,6,0.015119062618117676
AMPHOTERICIN B OPHTHALMIC INJ 5 MCG / 0.1 ML (OPTIME),6,0.015119062618117676
VASOPRESSIN 20 UNITS IN NS 50 ML (OPTIME),6,0.015119062618117676
RISPERIDONE 1 MG OR TABS,6,0.015119062618117676
VITAMIN E 400 UNIT OR CAPS,6,0.015119062618117676
DAKINS 0.4-0.5 % EX SOLN,6,0.015119062618117676
CALCITONIN (SALMON) 200 UNIT/ACT NA SOLN,6,0.015119062618117676
KETAMINE IN NS INFUSION (VARIABLE CONCENTRATION) (UCI),6,0.015119062618117676
TERAZOSIN HCL 5 MG OR CAPS,6,0.015119062618117676
PAROXETINE HCL 10 MG OR TABS,6,0.015119062618117676
NYSTATIN 100000 UNIT/GM EX CREA,6,0.015119062618117676
VANCOMYCIN INTRATHECAL INJECTION (UCI),6,0.015119062618117676
FLUOXETINE HCL 20 MG/5ML OR SOLN,6,0.015119062618117676
KETOROLAC TROMETHAMINE 0.5 % OP SOLN,6,0.015119062618117676
SEVELAMER CARBONATE 2.4 G PO PACK,6,0.015119062618117676
DEXTROSE 5% + SODIUM CHLORIDE 0.9% + ADDITIVES (UCI),6,0.015119062618117676
TOLTERODINE TARTRATE 2 MG OR CP24,5,0.012599218848431397
PRIMIDONE 50 MG OR TABS,5,0.012599218848431397
TRIAMTERENE-HCTZ 37.5-25 MG OR TABS,5,0.012599218848431397
CARMUSTINE IN POLIFEPROSAN 7.7 MG IL WAFR,5,0.012599218848431397
TRIHEXYPHENIDYL HCL 2 MG OR TABS,5,0.012599218848431397
EPINEPHRINE PF 1 MG IN 9 ML BSS OPHTHALMIC SOLUTION (OPTIME),5,0.012599218848431397
RISPERIDONE 2 MG OR TABS,5,0.012599218848431397
ASPIRIN EC 325 MG OR TBEC,5,0.012599218848431397
DARBEPOETIN ALFA 40 MCG/0.4ML IJ SOSY,5,0.012599218848431397
CHLOROPROCAINE HCL (PF) 3 % IJ SOLN,5,0.012599218848431397
"BUPIVACAINE 0.5%-EPI 1:200,000 AND LIDOCAINE 2%-EPI 1:100,000 (OPTIME)",5,0.012599218848431397
GENTAMICIN SULFATE 0.1 % EX CREA,5,0.012599218848431397
FOSAPREPITANT IVPB (UCI),5,0.012599218848431397
TOBRAMYCIN SULFATE 0.3 % OP SOLN,5,0.012599218848431397
RIFAMPIN IVPB 600 MG (UCI),5,0.012599218848431397
DEXTROSE 5% + SODIUM CHLORIDE 0.45% + ADDITIVES (UCI),5,0.012599218848431397
BACLOFEN 5 MG PO TABS,5,0.012599218848431397
"PROCEDURAL SEDATION LIDOCAINE-EPINEPHRINE 1% - 1:100,000 - 20 ML (UCI)",5,0.012599218848431397
AQUAPHOR EX OINT,5,0.012599218848431397
ALTEPLASE 4 MG/50 ML NS IR INFUSION (UCI),5,0.012599218848431397
FLUTICASONE PROPIONATE  HFA 44 MCG/ACT IN AERO,5,0.012599218848431397
TOBRAMYCIN 300 MG/5ML IN NEBU,5,0.012599218848431397
lidocaine 1% injection  - ADS OVERRIDE,5,0.012599218848431397
BUPRENORPHINE HCL 8 MG SL SUBL,5,0.012599218848431397
TACE - DOXORUBICIN 100 MG (UCI),5,0.012599218848431397
MIRTAZAPINE 15 MG OR TBDP,5,0.012599218848431397
FENTANYL 2 MCG/ML AND BUPIVACAINE 0.1 % ANESTHESIA EPIDURAL INJ (UCI),5,0.012599218848431397
GENTAMICIN SULFATE 0.3 % OP OINT,5,0.012599218848431397
EPINEPHRINE 16 MG/250 ML NS INFUSION - CENTRAL LINE ONLY (UCI),5,0.012599218848431397
TACROLIMUS 0.5 MG/ML ORAL SUSP (COMPOUNDED),5,0.012599218848431397
LUBIPROSTONE 24 MCG OR CAPS,5,0.012599218848431397
NITROPRUSSIDE 50 MG/250 ML D5W INFUSION (UCI),5,0.012599218848431397
MIRTAZAPINE 7.5 MG OR TABS,5,0.012599218848431397
AZITHROMYCIN IVPB 250 MG (UCI),5,0.012599218848431397
METOCLOPRAMIDE IVPB (UCI),5,0.012599218848431397
INDOMETHACIN 25 MG OR CAPS,5,0.012599218848431397
DONEPEZIL HCL 10 MG OR TABS,5,0.012599218848431397
SULFAMETHOXAZOLE-TRIMETHOPRIM (IN D5W 500 ML) IVPB (UCI),5,0.012599218848431397
METHOTREXATE SODIUM (PF) 50 MG/2ML IJ SOLN,5,0.012599218848431397
HYDROCORTISONE 1 % EX LOTN,5,0.012599218848431397
LOSARTAN POTASSIUM 12.5 MG OR TABS (HALF TABLET),5,0.012599218848431397
ALTEPLASE INFUSION (PULMONARY EMBOLISM),5,0.012599218848431397
METHOHEXITAL SODIUM 0.5 GM IJ SOLR,5,0.012599218848431397
RHO D IMMUNE GLOBULIN 1500 UNIT/1.3ML IJ SOLN,5,0.012599218848431397
"MEPILEX FOAM 8""X20"" EX PADS (UCI)",5,0.012599218848431397
BUMETANIDE 25 MG IN 100 ML NS INFUSION (UCI),5,0.012599218848431397
NEOMYCIN-POLYMYXIN-DEXAMETH 0.1 % OP SUSP,5,0.012599218848431397
NIACINAMIDE 500 MG OR TABS,5,0.012599218848431397
MIDAZOLAM HCL 5 MG/ML IJ SOLN,5,0.012599218848431397
LETROZOLE 2.5 MG OR TABS,5,0.012599218848431397
COAGULATION FACTOR VIIA RECOMB 5 MG IV SOLR,5,0.012599218848431397
METHOTREXATE SODIUM 250 MG/10ML IJ SOLN,5,0.012599218848431397
CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,5,0.012599218848431397
NOREPINEPHRINE 4 MG/250 ML NS INFUSION (NEURO) (UCI),5,0.012599218848431397
HYDROMORPHONE 0.5 MG/ML PREMIX PCA INFUSION - TOLERANT (UCI),5,0.012599218848431397
HEXAMINOLEVULINATE HCL 100 MG IS SOLR,5,0.012599218848431397
PREDNISONE 1 MG OR TABS,5,0.012599218848431397
THROMBIN 20000 UNIT EX SOLR,5,0.012599218848431397
VITAMIN D (ERGOCALCIFEROL) 50000 UNITS PO CAPS,5,0.012599218848431397
SODIUM CHLORIDE 0.9% JOINT INJECTION SOLN (OPTIME),5,0.012599218848431397
TEMAZEPAM 30 MG OR CAPS,5,0.012599218848431397
VORICONAZOLE 200 MG OR TABS,5,0.012599218848431397
SULFAMETHOXAZOLE-TRIMETHOPRIM 200-40 MG/5ML OR SUSP,5,0.012599218848431397
HYDROMORPHONE 20 MCG/ML AND BUPIVACAINE 0.1 % ANES EPIDURAL INJ (UCI),5,0.012599218848431397
