Table,Label,Unit,concept_name,vocab,concept_id,Lab Code,perc
labs,Calcitonin,pg/mL,Calcitonin [Mass/volume] in Serum or Plasma,LOINC,3010989,Jul-92,0.010079375
labs,Tetradecenoylcarnitine (C14:1),nmol/mL,Tetradecenoylcarnitine (C14:1) [Moles/volume] in Serum or Plasma,LOINC,3005018,30566-4,0.007559531
labs,Decenoylcarnitine (C10:1),nmol/mL,Decenoylcarnitine (C10:1) [Moles/volume] in Serum or Plasma,LOINC,3017721,30328-9,0.007559531
labs,Glutarylcarnitine (C5-DC),nmol/mL,Glutarylcarnitine (C5-DC) [Moles/volume] in Serum or Plasma,LOINC,3028150,30349-5,0.007559531
labs,Dodecenoylcarnitine (C12:1),nmol/mL,Dodecenoylcarnitine (C12:1) [Moles/volume] in Serum or Plasma,LOINC,3012598,30332-1,0.007559531
labs,Decanoylcarnitine (C10),nmol/mL,Decanoylcarnitine (C10) [Moles/volume] in Serum or Plasma,LOINC,3017126,30327-1,0.007559531
labs,3-Hydroxypalmitoleylcarnitine (C16:1-OH),nmol/mL,3-Hydroxypalmitoleylcarnitine (C16:1-OH) [Moles/volume] in Serum or Plasma,LOINC,3001111,30235-6,0.007559531
labs,Asialoganglioside GM1 Ab.IgM,Unknown,Asialoganglioside GM1 IgM Ab [Titer] in Serum by Immunoassay,LOINC,3047034,43179-1,0.007559531
labs,Adipoylcarnitine (C6-DC),nmol/mL,Adipoylcarnitine (C6-DC) [Moles/volume] in Serum or Plasma,LOINC,3040650,39002-1,0.007559531
labs,Stearoylcarnitine (C18),nmol/mL,Stearoylcarnitine (C18) [Moles/volume] in Serum or Plasma,LOINC,3013347,30560-7,0.007559531
labs,Formiminoglutamate,nmol/mL,Formiminoglutamate [Moles/volume] in Serum or Plasma,LOINC,21491293,79628-4,0.007559531
labs,Octenoylcarnitine (C8:1),nmol/mL,Octenoylcarnitine (C8:1) [Moles/volume] in Serum or Plasma,LOINC,3002299,30541-7,0.007559531
labs,3-Hydroxytetradecenoylcarnitine (C14:1-OH),nmol/mL,3-Hydroxytetradecenoylcarnitine (C14:1-OH) [Moles/volume] in Serum or Plasma,LOINC,3018039,30190-3,0.007559531
labs,Tetradecadienoylcarnitine (C14:2),nmol/mL,Tetradecadienoylcarnitine (C14:2) [Moles/volume] in Serum or Plasma,LOINC,3018590,30564-9,0.007559531
labs,3-Hydroxylinoleoylcarnitine (C18:2-OH),nmol/mL,3-Hydroxylinoleoylcarnitine (C18:2-OH) [Moles/volume] in Serum or Plasma,LOINC,3036343,30237-2,0.007559531
labs,Tetradecanoylcarnitine (C14),nmol/mL,Tetradecanoylcarnitine (C14) [Moles/volume] in Serum or Plasma,LOINC,3014524,30565-6,0.007559531
labs,Benzoylcarnitine (BzCn),nmol/mL,Benzoylcarnitine (BzCn) [Moles/volume] in Serum or Plasma,LOINC,3038254,39615-0,0.007559531
labs,3-Hydroxyoleoylcarnitine (C18:1-OH),nmol/mL,3-Hydroxyoleoylcarnitine (C18:1-OH) [Moles/volume] in Serum or Plasma,LOINC,3003209,30312-3,0.007559531
labs,Acetylcarnitine (C2),nmol/mL,Acetylcarnitine (C2) [Moles/volume] in Serum or Plasma,LOINC,3018524,30191-1,0.007559531
labs,Suberylcarnitine (C8-DC),nmol/mL,Suberylcarnitine (C8-DC) [Moles/volume] in Serum or Plasma,LOINC,3041014,39014-6,0.007559531
labs,Isobutyrylcarnitine (C4),nmol/mL,Isobutyrylcarnitine (C4) [Moles/volume] in Serum or Plasma,LOINC,3044072,43243-5,0.007559531
labs,Palmitoylcarnitine (C16),nmol/mL,Palmitoylcarnitine (C16) [Moles/volume] in Serum or Plasma,LOINC,3024674,30356-0,0.007559531
labs,Methylmalonylcarnitine+Succinylcarnitine (C4-DC),nmol/mL,Methylmalonylcarnitine+Succinylcarnitine (C4-DC) [Moles/volume] in Serum or Plasma,LOINC,3031935,51415-8,0.007559531
labs,Estrogen,pg/mL,Estrogen [Mass/volume] in Serum or Plasma by calculation,LOINC,3042222,53765-4,0.007559531
labs,Dicarboxydodecanoylcarnitine (C12-DC),nmol/mL,Dicarboxydodecanoylcarnitine (C12-DC) [Moles/volume] in Serum or Plasma,LOINC,40758976,55855-1,0.007559531
labs,Lead,ug/d,Lead [Mass/time] in 24 hour Urine,LOINC,3014421,5677-0,0.007559531
labs,Bordetella parapertussis DNA,Unknown,Bordetella parapertussis DNA [Presence] in Specimen by NAA with probe detection,LOINC,3037875,29723-4,0.007559531
labs,Arsenic,ug/L,Arsenic [Mass/volume] in Blood,LOINC,3000138,5583-0,0.007559531
labs,Zinc/Creatinine,ug/g CRT,Zinc/Creatinine [Mass Ratio] in 24 hour Urine,LOINC,3022610,27201-3,0.007559531
labs,Plasminogen actual/Normal,%,Plasminogen actual/normal in Platelet poor plasma by Chromogenic method,LOINC,3026834,28660-9,0.007559531
labs,Arsenic/Creatinine,ug/g CRT,Arsenic/Creatinine [Mass Ratio] in 24 hour Urine,LOINC,3006508,13824-8,0.007559531
labs,Coagulation factor XII activity actual/Normal,%,Coagulation factor XII activity actual/normal in Platelet poor plasma by Coagulation assay,LOINC,3002348,Jun-32,0.007559531
labs,Herpes virus 8 DNA,cpy/mL,Herpes virus 8 DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,3032676,49404-7,0.007559531
labs,Cadmium,ug/d,Cadmium [Mass/time] in 24 hour Urine,LOINC,3008513,12-Jul,0.007559531
labs,Mercury,ug/L,Mercury [Mass/volume] in 24 hour Urine,LOINC,3007953,21383-5,0.007559531
labs,Complement C1 esterase inhibitor.functional/Complement C1 esterase inhibitor.total,%,Complement C1 esterase inhibitor.functional/Complement C1 esterase inhibitor.total in Serum or Plasma,LOINC,3023659,10634-4,0.007559531
labs,Zinc,ug/dL,Zinc [Mass/volume] in 24 hour Urine,LOINC,3016891,21610-1,0.007559531
labs,Mercury/Creatinine,ug/g CRT,Mercury/Creatinine [Mass Ratio] in 24 hour Urine,LOINC,3015290,26688-2,0.007559531
labs,Arsenic,ug/L,Arsenic [Mass/volume] in 24 hour Urine,LOINC,3017872,21074-0,0.007559531
labs,Lead/Creatinine,ug/g CRT,Lead/Creatinine [Mass Ratio] in 24 hour Urine,LOINC,3002238,29943-8,0.007559531
labs,Glucose,MG/DL,Glucose [Mass/volume] in Urine,LOINC,3020399,Jul-50,0.007559531
labs,Zinc,ug/d,Zinc [Mass/time] in 24 hour Urine,LOINC,3018478,Mar-65,0.007559531
labs,NPM1 gene targeted mutation analysis,Unknown,NPM1 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC,40757579,54448-6,0.007559531
labs,Arsenic,ug/d,Arsenic [Mass/time] in 24 hour Urine,LOINC,3033341,Jan-87,0.007559531
labs,Estradiol,pg/mL,Estradiol (E2) [Mass/volume] in Serum or Plasma by High sensitivity method,LOINC,3035801,35384-7,0.007559531
labs,Bordetella pertussis DNA,Unknown,Bordetella pertussis DNA [Presence] in Specimen by NAA with probe detection,LOINC,3012477,23826-1,0.007559531
labs,Factor inhibitor XXX,Unknown,Factor inhibitor XXX [Units/volume] in Platelet poor plasma by Coagulation assay,LOINC,3016121,13591-3,0.007559531
labs,Lead,ug/L,Lead [Mass/volume] in 24 hour Urine,LOINC,3019434,20625-0,0.007559531
labs,Cadmium,ug/L,Cadmium [Mass/volume] in 24 hour Urine,LOINC,3020675,21130-0,0.007559531
labs,Ganglioside GM1 Ab.IgM,Unknown,Ganglioside GM1 IgM Ab [Titer] in Serum by Immunoassay,LOINC,3043325,43241-9,0.007559531
labs,Hexenoylcarnitine (C6:1),nmol/mL,Hexenoylcarnitine (C6:1) [Moles/volume] in Serum or Plasma,LOINC,44817213,74540-6,0.007559531
labs,3-Hydroxydodecenoylcarnitine (C12:1-OH),nmol/mL,3-Hydroxydodecenoylcarnitine (C12:1-OH) [Moles/volume] in Serum or Plasma,LOINC,40762286,59195-8,0.007559531
labs,Path report.final diagnosis,Unknown,Pathology report final diagnosis,LOINC,3045178,34574-4,0.007559531
labs,3-Hydroxydodecanoylcarnitine (C12-OH),nmol/mL,3-Hydroxydodecanoylcarnitine (C12-OH) [Moles/volume] in Serum or Plasma,LOINC,3003809,30233-1,0.007559531
labs,pH,Unknown,pH of Body fluid by Test strip,LOINC,3030830,50896-0,0.007559531
labs,pH,Unknown,pH of Body fluid,LOINC,3018672,Feb-48,0.007559531
labs,3-Hydroxybutyrylcarnitine (C4-OH),nmol/mL,3-Hydroxybutyrylcarnitine (C4-OH) [Moles/volume] in Serum or Plasma,LOINC,3041597,39000-5,0.007559531
labs,Cadmium/Creatinine,ug/g CRT,Cadmium/Creatinine [Mass Ratio] in 24 hour Urine,LOINC,3027481,13828-9,0.007559531
labs,Voriconazole,ug/mL,Voriconazole [Mass/volume] in Serum or Plasma,LOINC,3050218,38370-3,0.007559531
labs,Rubella virus Ab.IgM,AU/mL,Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,3011172,May-35,0.007559531
labs,Saccharomyces cerevisiae Ab.IgA,Units,Baker's yeast IgA Ab [Units/volume] in Serum by Immunoassay,LOINC,3052881,47320-7,0.007559531
labs,Saccharomyces cerevisiae Ab.IgG,Units,Baker's yeast IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,3049738,47321-5,0.007559531
labs,Parietal cell Ab,Unknown,Parietal cell Ab [Presence] in Serum by Immunofluorescence,LOINC,3027436,26969-6,0.007559531
labs,Measles virus Ab.IgG,AU/mL,Measles virus IgG Ab [Presence] in Serum by Immunoassay,LOINC,3032029,35275-7,0.007559531
labs,Mercury,ug/d,Mercury [Mass/time] in 24 hour Urine,LOINC,3001417,Jun-93,0.007559531
labs,Urease,Unknown,Urease [Presence] in Tissue,LOINC,3046322,32637-1,0.007559531
labs,Estrone,pg/mL,Estrone (E1) [Mass/volume] in Serum or Plasma,LOINC,3023640,Feb-58,0.007559531
labs,Decadienoylcarnitine (C10:2),nmol/mL,Decadienoylcarnitine (C10:2) [Moles/volume] in Serum or Plasma,LOINC,3042556,53471-9,0.007559531
labs,LDL 6,mg/dL,LDL 6 [Mass/volume] in Serum or Plasma,LOINC,3050458,49026-8,0.007559531
labs,Amikacin^trough,mcg/mL,Amikacin [Mass/volume] in Serum or Plasma --trough,LOINC,3037123,21-Jul,0.007559531
labs,Glucose^1H post dose glucose,MG/DL,Glucose [Mass/volume] in Serum or Plasma --1 hour post dose glucose,LOINC,3010300,20438-8,0.007559531
labs,Adalimumab,mcg/mL,Adalimumab [Mass/volume] in Serum or Plasma,LOINC,44786774,74117-3,0.007559531
labs,Cryoglobulin type,Unknown,Cryoglobulin type [Identifier] in Serum by Immunofixation,LOINC,3048538,48638-1,0.007559531
labs,Porphyrin fractions,Unknown,Porphyrin fractions [Interpretation] in 24 hour Urine Narrative,LOINC,3053005,49292-6,0.007559531
labs,Mercury,ug/L,Mercury [Mass/volume] in Blood,LOINC,3016450,Mar-85,0.007559531
labs,Lead,MCG/DL,Lead [Mass/volume] in Blood,LOINC,3020331,Mar-71,0.007559531
labs,Uroporphyrin/Creatinine,umol/mol CRT,Uroporphyrin/Creatinine [Molar ratio] in 24 hour Urine,LOINC,3009930,32043-2,0.007559531
labs,Porphobilinogen,umol/d,Porphobilinogen [Moles/time] in 24 hour Urine,LOINC,3020207,14882-5,0.007559531
labs,Coproporphyrin 1/Creatinine,umol/mol CRT,Coproporphyrin 1/Creatinine [Molar ratio] in Urine,LOINC,3044152,45313-4,0.007559531
labs,Porphobilinogen,umol/L,Porphobilinogen [Moles/volume] in Urine,LOINC,3002395,11-Aug,0.007559531
labs,Heptacarboxylate/Creatinine,umol/mol CRT,Heptacarboxylate/Creatinine [Molar ratio] in Urine,LOINC,3037350,38175-6,0.007559531
labs,Chlamydia trachomatis Ab.IgA,TITER,Chlamydia trachomatis IgA Ab [Titer] in Serum by Immunofluorescence,LOINC,3037215,18-Jul,0.007559531
labs,Coproporphyrin 3/Creatinine,umol/mol CRT,Coproporphyrin 3/Creatinine [Molar ratio] in Urine,LOINC,3042784,45315-9,0.007559531
labs,LDL 2,mg/dL,LDL 2 [Mass/volume] in Serum or Plasma,LOINC,3052862,46984-1,0.007559531
labs,LDL 7,mg/dL,LDL 7 [Mass/volume] in Serum or Plasma,LOINC,3049222,49027-6,0.007559531
labs,Lipoprotein midband A,mg/dL,Lipoprotein midband A [Mass/volume] in Serum or Plasma,LOINC,3029660,51002-4,0.007559531
labs,LDL 5,mg/dL,LDL 5 [Mass/volume] in Serum or Plasma,LOINC,40761044,57938-3,0.007559531
labs,Lipoprotein midband C,mg/dL,Lipoprotein midband C [Mass/volume] in Serum or Plasma,LOINC,3029383,51004-0,0.007559531
labs,Lipoprotein.beta.subparticle,Unknown,Lipoprotein.beta.subparticle [Type] in Serum or Plasma,LOINC,3036406,35505-7,0.007559531
labs,LDL 3,mg/dL,LDL 3 [Mass/volume] in Serum or Plasma,LOINC,3051288,46985-8,0.007559531
labs,LDL 1,mg/dL,LDL 1 [Mass/volume] in Serum or Plasma,LOINC,3045381,43392-0,0.007559531
labs,Adalimumab Ab,AU/mL,Adalimumab Ab [Mass/volume] in Serum or Plasma by Immunoassay,LOINC,36304805,86895-0,0.007559531
labs,Chlamydophila psittaci Ab.IgA,TITER,Chlamydophila psittaci IgA Ab [Titer] in Serum by Immunofluorescence,LOINC,3002042,15-Mar,0.007559531
labs,Cholesterol.in LDL,mg/dL,Cholesterol in LDL [Mass/volume] in Serum or Plasma,LOINC,3028437,Jan-89,0.007559531
labs,Histoplasma capsulatum Ab,Unknown,Histoplasma capsulatum Ab [Titer] in Serum by Immune diffusion (ID),LOINC,3022804,27266-6,0.007559531
labs,cloZAPine,ng/mL,cloZAPine [Mass/volume] in Serum or Plasma,LOINC,3013751,May-96,0.007559531
labs,Octanoylcarnitine (C8),nmol/mL,Octanoylcarnitine (C8) [Moles/volume] in Serum or Plasma,LOINC,3003480,30540-9,0.007559531
labs,Dengue virus Ab.IgM,IV,Dengue virus IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,3010414,23992-1,0.007559531
labs,Dengue virus Ab.IgG,IV,Dengue virus IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,3012988,23991-3,0.007559531
labs,Pyruvate kinase,U/g Hb,Pyruvate kinase [Enzymatic activity/mass] in Red Blood Cells,LOINC,3004665,32552-2,0.007559531
labs,Tissue transglutaminase Ab.IgA,CU,Tissue transglutaminase IgA Ab [Units/volume] in Serum by Immunoassay,LOINC,3046538,46128-5,0.007559531
labs,Auer rods,Unknown,Auer rods [Presence] in Blood by Light microscopy,LOINC,3003424,11281-3,0.007559531
labs,BK virus DNA,LOG COPIES/ML,BK virus DNA [#/volume] (viral load) in Urine by NAA with probe detection,LOINC,3034629,41480-5,0.007559531
labs,Coxiella burnetii phase 2 Ab.IgG,Unknown,Coxiella burnetii phase 2 IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,3031479,34717-9,0.007559531
labs,Histoplasma capsulatum yeast phase Ab,Unknown,Histoplasma capsulatum yeast phase Ab [Titer] in Serum by Complement fixation,LOINC,3016375,20574-0,0.007559531
labs,Amylase.pancreatic,U/L,Amylase.pancreatic [Enzymatic activity/volume] in Serum or Plasma,LOINC,3016417,1805-1,0.007559531
labs,Chlamydophila psittaci Ab.IgG,TITER,Chlamydophila psittaci IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,3020962,16-Jan,0.007559531
labs,Amylase.salivary,U/L,Amylase.salivary [Enzymatic activity/volume] in Serum or Plasma,LOINC,3005685,1809-3,0.007559531
labs,Chlamydophila pneumoniae Ab.IgM,TITER,Chlamydophila pneumoniae IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,3002303,14-Jun,0.007559531
labs,Histoplasma capsulatum mycelial phase Ab,Unknown,Histoplasma capsulatum mycelial phase Ab [Titer] in Serum by Complement fixation,LOINC,3016133,20573-2,0.007559531
labs,Chlamydia trachomatis Ab.IgG,TITER,Chlamydia trachomatis IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,3037741,19-May,0.007559531
labs,Chlamydophila psittaci Ab.IgM,TITER,Chlamydophila psittaci IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,3036616,17-Sep,0.007559531
labs,Chlamydophila pneumoniae Ab.IgA,TITER,Chlamydophila pneumoniae IgA Ab [Titer] in Serum by Immunofluorescence,LOINC,3004575,6912-0,0.007559531
labs,Chlamydophila pneumoniae Ab.IgG,TITER,Chlamydophila pneumoniae IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,3003471,13-Aug,0.007559531
labs,Chlamydia trachomatis Ab.IgM,TITER,Chlamydia trachomatis IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,3002731,20-Mar,0.007559531
labs,Lipoprotein midband B,mg/dL,Lipoprotein midband B [Mass/volume] in Serum or Plasma,LOINC,3029060,51003-2,0.007559531
labs,LDL 4,mg/dL,LDL 4 [Mass/volume] in Serum or Plasma,LOINC,3046493,43393-8,0.007559531
labs,Annotation comment,Unknown,Annotation comment [Interpretation] Narrative,LOINC,3049878,48767-8,0.007559531
labs,Malonylcarnitine (C3-DC),nmol/mL,Malonylcarnitine (C3-DC) [Moles/volume] in Serum or Plasma,LOINC,40759061,55940-1,0.007559531
labs,Carnitine esters/Carnitine.free (C0),Unknown,Carnitine esters/Carnitine.free (C0) [Molar ratio] in Serum or Plasma,LOINC,3038974,40869-0,0.007559531
labs,Heptanoylcarnitine (C7),nmol/mL,Heptanoylcarnitine (C7) [Moles/volume] in Serum or Plasma,LOINC,40758992,55871-8,0.007559531
labs,Pelger Huet cells,Unknown,Pelger Huet cells [Presence] in Blood by Light microscopy,LOINC,3020804,18311-1,0.007559531
labs,Tiglylcarnitine (C5:1),nmol/mL,Tiglylcarnitine (C5:1) [Moles/volume] in Serum or Plasma,LOINC,3029832,51416-6,0.007559531
labs,Ganglioside GD1b Ab.IgG,Unknown,Ganglioside GD1b IgG Ab [Titer] in Serum,LOINC,3008618,13662-2,0.007559531
labs,3-Hydroxytetradecanoylcarnitine (C14-OH),nmol/mL,3-Hydroxytetradecanoylcarnitine (C14-OH) [Moles/volume] in Serum or Plasma,LOINC,3036864,30238-0,0.007559531
labs,Carnitine,umol/L,Carnitine [Moles/volume] in Serum or Plasma,LOINC,3033882,14288-5,0.007559531
labs,Ganglioside GD1b Ab.IgM,Unknown,Ganglioside GD1b IgM Ab [Titer] in Serum,LOINC,3015334,13661-4,0.007559531
labs,3-Hydroxydecenoylcarnitine (C10:1-OH),nmol/mL,3-Hydroxydecenoylcarnitine (C10:1-OH) [Moles/volume] in Serum or Plasma,LOINC,42528623,82478-9,0.007559531
labs,Carnitine.free (C0),umol/L,Carnitine free (C0) [Moles/volume] in Serum or Plasma,LOINC,3000722,14286-9,0.007559531
labs,Hexanoylcarnitine (C6),nmol/mL,Hexanoylcarnitine (C6) [Moles/volume] in Serum or Plasma,LOINC,3011508,30358-6,0.007559531
labs,Acylcarnitine,umol/L,Acylcarnitine [Moles/volume] in Serum or Plasma,LOINC,3005050,14282-8,0.007559531
labs,Oleoylcarnitine (C18:1),nmol/mL,Oleoylcarnitine (C18:1) [Moles/volume] in Serum or Plasma,LOINC,3002051,30542-5,0.007559531
labs,3-Hydroxypalmitoylcarnitine (C16-OH),nmol/mL,3-Hydroxypalmitoylcarnitine (C16-OH) [Moles/volume] in Serum or Plasma,LOINC,3002212,30234-9,0.007559531
labs,Acrylylcarnitine (C3:1),nmol/mL,Acrylylcarnitine (C3:1) [Moles/volume] in Serum or Plasma,LOINC,3047112,43235-1,0.007559531
labs,Dodecanoylcarnitine (C12),nmol/mL,Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma,LOINC,3013947,30331-3,0.007559531
labs,Propionylcarnitine (C3),nmol/mL,Propionylcarnitine (C3) [Moles/volume] in Serum or Plasma,LOINC,3038126,30551-6,0.007559531
labs,Linoleoylcarnitine (C18:2),nmol/mL,Linoleoylcarnitine (C18:2) [Moles/volume] in Serum or Plasma,LOINC,3003816,30534-2,0.007559531
labs,Isovalerylcarnitine+Methylbutyrylcarnitine (C5),nmol/mL,Isovalerylcarnitine+Methylbutyrylcarnitine (C5) [Moles/volume] in Serum or Plasma,LOINC,3023211,30531-8,0.007559531
labs,Palmitoleylcarnitine (C16:1),nmol/mL,Palmitoleylcarnitine (C16:1) [Moles/volume] in Serum or Plasma,LOINC,3010966,30357-8,0.007559531
labs,3-Hydroxystearoylcarnitine (C18-OH),nmol/mL,3-Hydroxystearoylcarnitine (C18-OH) [Moles/volume] in Serum or Plasma,LOINC,3033951,35656-8,0.007559531
labs,3-Hydroxyhexanoylcarnitine (C6-OH),nmol/mL,3-Hydroxyhexanoylcarnitine (C6-OH) [Moles/volume] in Serum or Plasma,LOINC,3021288,30236-4,0.007559531
labs,3-Hydroxyisovalerylcarnitine (C5-OH),nmol/mL,3-Hydroxyisovalerylcarnitine (C5-OH) [Moles/volume] in Serum or Plasma,LOINC,3041194,39001-3,0.007559531
labs,Ganglioside GM1 Ab.IgG,Unknown,Ganglioside GM1 IgG Ab [Titer] in Serum by Immunoassay,LOINC,3046693,43240-1,0.007559531
labs,Asialoganglioside GM1 Ab.IgG,Unknown,Asialoganglioside GM1 IgG Ab [Titer] in Serum by Immunoassay,LOINC,3049735,46969-2,0.007559531
labs,Schistosoma sp Ab.IgG,Unknown,Schistosoma sp IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,3035588,25757-6,0.005039688
labs,17-Hydroxyprogesterone,ng/dL,17-Hydroxyprogesterone [Mass/volume] in Serum or Plasma,LOINC,3028718,1668-3,0.005039688
labs,Coagulation factor IX inhibitor,Unknown,Coagulation factor IX inhibitor [Presence] in Platelet poor plasma by Coagulation assay,LOINC,3019423,30086-3,0.005039688
labs,Alpha aminobutyrate/Creatinine,umol/g CRT,Alpha aminobutyrate/Creatinine [Ratio] in Urine,LOINC,3028748,28590-8,0.005039688
labs,Glucose^post CFst,MG/DL,Fasting glucose [Mass/volume] in Serum or Plasma,LOINC,3037110,1558-6,0.005039688
labs,Citrulline/Creatinine,umol/g CRT,Citrulline/Creatinine [Ratio] in Urine,LOINC,3003803,30161-4,0.005039688
labs,Mullerian inhibiting substance,ng/mL,Mullerian inhibiting substance [Mass/volume] in Serum or Plasma,LOINC,3047826,38476-8,0.005039688
labs,Glutamate decarboxylase 65 Ab.IgG+IgM,nmol/L,Glutamate decarboxylase 65 IgG+IgM Ab [Moles/volume] in Cerebral spinal fluid by Immunoassay,LOINC,36660649,94359-7,0.005039688
labs,Glutamine/Creatinine,umol/g CRT,Glutamine/Creatinine [Ratio] in Urine,LOINC,3010955,30056-6,0.005039688
labs,Borrelia burgdorferi Ab.IgM,Unknown,Borrelia burgdorferi IgM Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,3039288,40612-4,0.005039688
labs,IgD,mg/dL,IgD [Mass/volume] in Serum,LOINC,3016135,Apr-60,0.005039688
labs,Cholinesterase,U/L,Cholinesterase [Enzymatic activity/volume] in Serum or Plasma,LOINC,3010866,Feb-98,0.005039688
labs,Acid phosphatase.non-prostatic,U/L,Non prostatic acid phosphatase [Enzymatic activity/volume] in Serum or Plasma,LOINC,3009383,12173-1,0.005039688
labs,Francisella tularensis Ab,Unknown,Francisella tularensis Ab [Titer] in Serum by Latex agglutination,LOINC,3022070,Feb-67,0.005039688
labs,Neisseria gonorrhoeae rRNA,Unknown,Neisseria gonorrhoeae rRNA [Presence] in Anorectal by NAA with probe detection,LOINC,21492854,80366-8,0.005039688
labs,Chlamydia trachomatis rRNA,Unknown,Chlamydia trachomatis rRNA [Presence] in Anorectal by NAA with probe detection,LOINC,21492852,80364-3,0.005039688
labs,21-Hydroxylase Ab,U/mL,21-Hydroxylase Ab [Units/volume] in Serum,LOINC,3016939,17781-6,0.005039688
labs,Hepatitis B virus polymerase DNA,Unknown,Hepatitis B virus polymerase DNA [Presence] in Blood by NAA with probe detection,LOINC,3022900,16934-2,0.005039688
labs,Indirect antiglobulin test.XXX reagent,Unknown,Indirect antiglobulin test.unspecified reagent [Titer] in Serum or Plasma,LOINC,40760005,56886-5,0.005039688
labs,Chloride,mmol/L,Chloride [Moles/volume] in Stool,LOINC,3001260,15158-9,0.005039688
labs,Herpes virus 6 Ab.IgM,TITER,Herpes virus 6 IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,3025803,25417-7,0.005039688
labs,Herpes virus 6 Ab.IgG,TITER,Herpes virus 6 IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,3021769,25416-9,0.005039688
labs,Phenylalanine/Creatinine,umol/g CRT,Phenylalanine/Creatinine [Ratio] in Urine,LOINC,3024713,30055-8,0.005039688
labs,Phencyclidine,Unknown,Phencyclidine [Presence] in Urine by Confirmatory method,LOINC,3004498,18392-1,0.005039688
labs,C peptide^30M post dose glucose,MG/DL,C peptide [Mass/volume] in Serum or Plasma --30 minutes post dose glucose,LOINC,40761610,58510-9,0.005039688
labs,Amino acid pattern,Unknown,Amino acid pattern [Interpretation] in Urine Narrative,LOINC,3053335,49248-8,0.005039688
labs,Glucose^3H post dose glucose,MG/DL,Glucose [Mass/volume] in Serum or Plasma --3 hours post dose glucose,LOINC,3027198,20437-0,0.005039688
labs,Flecainide,ug/mL,Flecainide [Mass/volume] in Serum or Plasma,LOINC,3006689,Apr-38,0.005039688
labs,Glucose^2H post dose glucose,MG/DL,Glucose [Mass/volume] in Serum or Plasma --2 hours post dose glucose,LOINC,3026300,20436-2,0.005039688
labs,Sarcosine/Creatinine,umol/g CRT,Sarcosine/Creatinine [Ratio] in Urine,LOINC,3019215,28610-4,0.005039688
labs,"t(15;17)(q24.1;q21.1)(PML,RARA) fusion transcript",Unknown,"t(15;17)(q24.1;q21.1)(PML,RARA) fusion transcript [Presence] in Blood or Tissue by Molecular genetics method",LOINC,3024414,21551-7,0.005039688
labs,Cystine/Creatinine,umol/g CRT,Cystine/Creatinine [Ratio] in Urine,LOINC,3010077,30065-7,0.005039688
labs,Norclobazam,ng/mL,Norclobazam [Mass/volume] in Serum or Plasma,LOINC,3032341,35107-2,0.005039688
labs,Beta alanine/Creatinine,umol/g CRT,Beta alanine/Creatinine [Ratio] in Urine,LOINC,3010785,28588-2,0.005039688
labs,Gamma aminobutyrate/Creatinine,umol/g CRT,Gamma aminobutyrate/Creatinine [Ratio] in Urine,LOINC,3010833,28593-2,0.005039688
labs,cloBAZam,ng/mL,cloBAZam [Mass/volume] in Serum or Plasma,LOINC,3007218,Jun-87,0.005039688
labs,IL28B gene associated variant rs12979860,Unknown,IL28B gene associated variant rs12979860 [Presence] in Blood or Tissue by Molecular genetics method,LOINC,40763334,60279-7,0.005039688
labs,Taurine/Creatinine,umol/g CRT,Taurine/Creatinine [Ratio] in Urine,LOINC,3014009,28595-7,0.005039688
labs,Fluconazole,ug/mL,Fluconazole [Mass/volume] in Serum or Plasma,LOINC,3009736,10987-6,0.005039688
labs,Anserine/Creatinine,umol/g CRT,Anserine/Creatinine [Ratio] in Urine,LOINC,3022805,28596-5,0.005039688
labs,Acetylcholine receptor blocking Ab/Acetylcholine Ab.total,%,Acetylcholine receptor blocking Ab/Acetylcholine Ab.total in Serum,LOINC,3032560,42937-3,0.005039688
labs,Alpha aminoadipate/Creatinine,umol/g CRT,Alpha aminoadipate/Creatinine [Ratio] in Urine,LOINC,3019466,28598-1,0.005039688
labs,Cystathionine/Creatinine,umol/g CRT,Cystathionine/Creatinine [Ratio] in Urine,LOINC,3004520,28599-9,0.005039688
labs,Serine/Creatinine,umol/g CRT,Serine/Creatinine [Ratio] in Urine,LOINC,3012010,30058-2,0.005039688
labs,Hydroxylysine/Creatinine,umol/g CRT,Hydroxylysine/Creatinine [Ratio] in Urine,LOINC,3007345,30050-9,0.005039688
